"title,console"
"Three-in-One Pack - Connect Four + Perfection + Trouble","gba"
"Dynasty Warriors Advance","gba"
"Shark Tale","gba"
"Phantasy Star Collection","gba"
"Pokemon - Edicion Verde Hoja","gba"
"Surf's Up","gba"
"Super Collapse! II","gba"
"Garfield - The Search for Pooky","gba"
"Robopon 2 - Cross Version","gba"
"Texas Hold 'em Poker","gba"
"Cubix - Robots for Everyone - Clash 'N Bash","gba"
"Dark Arena","gba"
"Army Men - Operation Green","gba"
"Final Fantasy VI Advance","gba"
"Shrek 2 - Beg for Mercy","gba"
"Punch King - Arcade Boxing","gba"
"Lilo & Stitch","gba"
"GBA Personal Organizer","gba"
"Yu-Gi-Oh! - World Championship Tournament 2004","gba"
"Alienators - Evolution Continues","gba"
"Antz - Extreme Racing","gba"
"Mario Party Advance","gba"
"Nicktoons - Attack of the Toybots","gba"
"Super Street Fighter II Turbo - Revival","gba"
"Mega Man Battle Network 6 - Cybeast Gregar","gba"
"Secret Agent Barbie - Royal Jewels Mission","gba"
"Classic NES Series - Excitebike","gba"
"Beyblade G-Revolution","gba"
"Knights' Kingdom","gba"
"xXx","gba"
"Super Army War","gba"
"Chicken Little","gba"
"Elf Bowling 1 & 2","gba"
"Fear Factor Unleashed","gba"
"American Bass Challenge","gba"
"Digimon - Battle Spirit","gba"
"Board Game Classics","gba"
"2 Games in One! - Dr. Mario + Puzzle League","gba"
"Chicken Shoot","gba"
"Super Robot Taisen - Original Generation","gba"
"CT Special Forces","gba"
"Cinderella - Magical Dreams","gba"
"Horsez","gba"
"Enchanted - Once Upon Andalasia","gba"
"Star Wars - Episode III - Revenge of the Sith","gba"
"Batman - Vengeance","gba"
"Shrek - Smash n' Crash Racing","gba"
"Konami Krazy Racers","gba"
"Duke Nukem Advance","gba"
"DK - King of Swing","gba"
"Muppets, The - On with the Show!","gba"
"Metal Slug Advance","gba"
"Pokemon Mystery Dungeon - Red Rescue Team","gba"
"2 Games in 1 - Finding Nemo - The Continuing Adventures + The Incredibles","gba"
"Camp Lazlo - Leaky Lake Games","gba"
"Hobbit, The","gba"
"SpongeBob SquarePants - Revenge of the Flying Dutchman","gba"
"Piglet's Big Game","gba"
"Tom Clancy's Rainbow Six - Rogue Spear","gba"
"Bubble Bobble - Old & New","gba"
"Hot Potato!","gba"
"Tetris Worlds","gba"
"Golden Sun - The Lost Age","gba"
"Harry Potter - Quidditch World Cup","gba"
"Tang Tang","gba"
"Shining Soul II","gba"
"Bee Game, The","gba"
"Medabots AX - Metabee Ver.","gba"
"March of the Penguins","gba"
"Super Mario Advance 2 - Super Mario World","gba"
"Tom Clancy's Splinter Cell","gba"
"Back Track","gba"
"Pinball of the Dead, The","gba"
"Three-in-One Pack - Sorry! + Aggravation + Scrabble Junior","gba"
"Classic NES Series - Zelda II - The Adventure of Link","gba"
"Powerpuff Girls, The - Mojo Jojo A-Go-Go","gba"
"Monsters, Inc.","gba"
"MLB SlugFest 20-04","gba"
"Shrek the Third","gba"
"Barbie Groovy Games","gba"
"Game Boy Advance Video - Nicktoons - Volume 3","gba"
"Jonny Moseley Mad Trix","gba"
"Mega Man Battle Network 4 - Blue Moon","gba"
"Incredibles, The - Rise of the Underminer","gba"
"Home on the Range","gba"
"Need for Speed - Porsche Unleashed","gba"
"Catwoman","gba"
"Mobile Suit Gundam Seed - Battle Assault","gba"
"2 Games in 1 - Scooby-Doo + Scooby-Doo 2 - Monsters Unleashed","gba"
"Shining Soul","gba"
"Polarium Advance","gba"
"Army Men - Turf Wars","gba"
"Mega Man Zero 3","gba"
"Galidor - Defenders of the Outer Dimension","gba"
"Mega Man Battle Network 3 - Blue Version","gba"
"Super Bubble Pop","gba"
"Car Battler Joe","gba"
"Dragon Ball - Advanced Adventure","gba"
"Banjo-Kazooie - La Venganza de Grunty","gba"
"Atomic Betty","gba"
"Wakeboarding Unleashed featuring Shaun Murray","gba"
"Atlantis - The Lost Empire","gba"
"Demon Driver - Time to Burn Rubber!","gba"
"Mario & Luigi - Superstar Saga","gba"
"Shaman King - Master of Spirits 2","gba"
"Star Wars - Flight of the Falcon","gba"
"Incredibles, The","gba"
"Bruce Lee - Return of the Legend","gba"
"Phil of the Future","gba"
"Game Boy Advance Video - Yu-Gi-Oh! - Yugi vs. Joey","gba"
"F-Zero - GP Legend","gba"
"Pokemon - FireRed Version","gba"
"SpongeBob SquarePants - Creature from the Krusty Krab","gba"
"Hot Wheels - Stunt Track Challenge","gba"
"Superman - Countdown to Apokolips","gba"
"Bratz - Rock Angelz","gba"
"Kong - King of Atlantis","gba"
"Daredevil","gba"
"Aging Cartridge","gba"
"Cars - Mater-National Championship","gba"
"Max Payne","gba"
"Mortal Kombat - Tournament Edition","gba"
"I Spy Challenger!","gba"
"Final Fantasy IV Advance","gba"
"Classic NES Series - Bomberman","gba"
"Golden Sun","gba"
"Charlotte's Web","gba"
"Over the Hedge - Beesten bij de Buren","gba"
"WarioWare, Inc. - Mega Microgame$!","gba"
"Thunder Alley","gba"
"Lizzie McGuire 3 - Homecoming Havoc","gba"
"Dora the Explorer - Super Spies","gba"
"Mario Golf - Advance Tour","gba"
"FIFA Soccer 2005","gba"
"LC Font Sample by Nintendo","gba"
"LEGO Soccer Mania","gba"
"Castlevania - Aria of Sorrow","gba"
"Tekken Advance","gba"
"Puppy Luv - Spa and Resort","gba"
"Backyard Basketball","gba"
"Looney Tunes - Back in Action","gba"
"Smuggler's Run","gba"
"Tom Clancy's Splinter Cell - Pandora Tomorrow","gba"
"Koala Brothers - Outback Adventures","gba"
"Polly Pocket! - Super Splash Island","gba"
"Donkey Kong","gba"
"Power Rangers - Dino Thunder","gba"
"Metroid - Zero Mission","gba"
"Dogz - Fashion","gba"
"CodeBreaker","gba"
"Fire Pro Wrestling","gba"
"Mijn Dierenpension","gba"
"Dragon Ball Z - Taiketsu","gba"
"Phalanx","gba"
"Jurassic Park III - Island Attack","gba"
"Ice Nine","gba"
"Wing Commander - Prophecy","gba"
"World Poker Tour","gba"
"2K Sports - Major League Baseball 2K7","gba"
"Excitebike","gba"
"Moto GP","gba"
"Jurassic Park III - The DNA Factor","gba"
"Princess Natasha - Student, Secret Agent, Princess","gba"
"Kid's Cards","gba"
"Serious Sam Advance","gba"
"Blackthorne","gba"
"All-Star Baseball 2004","gba"
"Morning Adventure, The","gba"
"Mega Man Zero","gba"
"Doom","gba"
"Tak - The Great Juju Challenge","gba"
"Street Fighter Alpha 3","gba"
"Futbol","msx"
"Super Tripper","msx"
"Leonard","msx"
"Mil Caras","msx"
"Tension","msx"
"Boing Boing","msx"
"Bouncing Block","msx"
"MSX-Logo","msx"
"Slapshot","msx"
"Bouncing Block","msx"
"Dip Dip","msx"
"Wrangler","msx"
"Comecocos","msx"
"Yab Yum","msx"
"Arcus Odyssey","megadrive"
"Tecmo Super Bowl II - Special Edition","megadrive"
"Air Diver","megadrive"
"Super Hydlide","megadrive"
"Super Thunder Blade","megadrive"
"Pier Solar and the Great Architects","megadrive"
"La Russa Baseball 95","megadrive"
"Coach K College Basketball","megadrive"
"Beauty and the Beast - Belle's Quest","megadrive"
"Beavis and Butt-Head","megadrive"
"Clay Fighter","megadrive"
"Master of Monsters","megadrive"
"California Games","megadrive"
"Bram Stoker's Dracula","megadrive"
"Pete Sampras Tennis","megadrive"
"Back to the Future Part III","megadrive"
"Rock n' Roll Racing","megadrive"
"Thunder Fox","megadrive"
"Sonic 3D Blast ~ Sonic 3D Flickies' Island","megadrive"
"James Pond 3","megadrive"
"James Bond 007 - The Duel","megadrive"
"3 Ninjas Kick Back","megadrive"
"Daimakaimura ~ Ghouls'n Ghosts","megadrive"
"McDonald's Treasure Land Adventure","megadrive"
"Aero the Acro-Bat 2","megadrive"
"Battletoads","megadrive"
"Jurassic Park - Rampage Edition","megadrive"
"NHL 97","megadrive"
"Granada","megadrive"
"Bass Masters Classic","megadrive"
"Wimbledon Championship Tennis","megadrive"
"Out of this World","megadrive"
"Toki - Going Ape Spit","megadrive"
"Dynamite Duke","megadrive"
"Adventures of Rocky and Bullwinkle and Friends, The","megadrive"
"Shining Force II","megadrive"
"Primal Rage","megadrive"
"Jammit","megadrive"
"ESPN Sunday Night NFL","megadrive"
"Light Crusader","megadrive"
"Top Gear 2","megadrive"
"FIFA International Soccer","megadrive"
"Fun 'n' Games","megadrive"
"Bass Masters Classic - Pro Edition","megadrive"
"Joe Montana II Sports Talk Football","megadrive"
"Super Hang-On","megadrive"
"Forgotten Worlds","megadrive"
"Mystical Fighter","megadrive"
"Shadow of the Beast II","megadrive"
"Rugby World Cup 95","megadrive"
"Tecmo World Cup","megadrive"
"PGA Tour Golf III","megadrive"
"Chester Cheetah - Wild Wild Quest","megadrive"
"Star Trek - The Next Generation - Echoes from the Past","megadrive"
"Mortal Kombat","megadrive"
"OutRun","megadrive"
"Beggar Prince","megadrive"
"Deadly Moves","megadrive"
"El. Viento","megadrive"
"Cyborg Justice","megadrive"
"Miracle Piano Teaching System, The","megadrive"
"Davis Cup Tennis ~ Davis Cup World Tour","megadrive"
"Olympic Summer Games","megadrive"
"WWF WrestleMania - The Arcade Game","megadrive"
"Spider-Man","megadrive"
"Wiz'n'Liz","megadrive"
"Cascade","megadrive"
"Lion King, The","megadrive"
"Tecmo Super NBA Basketball","megadrive"
"Blockout","megadrive"
"Toy Story","megadrive"
"Monopoly","megadrive"
"World Trophy Soccer","megadrive"
"Water Margin - The Tales of Clouds and Winds","megadrive"
"Altered Beast","megadrive"
"Mutant League Football","megadrive"
"DJ Boy","megadrive"
"NBA All-Star Challenge","megadrive"
"General Chaos","megadrive"
"Senjou no Ookami II ~ Mercs","megadrive"
"Venom . Spider-Man - Separation Anxiety","megadrive"
"F-15 Strike Eagle II","megadrive"
"Beggar Prince","megadrive"
"High Seas Havoc","megadrive"
"Chester Cheetah - Too Cool to Fool","megadrive"
"Alien 3","megadrive"
"King's Bounty - The Conqueror's Quest","megadrive"
"NFL Sports Talk Football '93 Starring Joe Montana","megadrive"
"Spiritual Warfare","megadrive"
"Tecmo Super Bowl","megadrive"
"Faery Tale Adventure, The","megadrive"
"Super Baseball 2020","megadrive"
"NHL Hockey","megadrive"
"Double Dragon 3 - The Arcade Game","megadrive"
"World Series Baseball 98","megadrive"
"ATP Tour Championship Tennis","megadrive"
"Time Killers","megadrive"
"Pier Solar and the Great Architects","megadrive"
"Soleil","megadrive"
"Madden NFL 96","megadrive"
"Road Rash II","megadrive"
"Lethal Enforcers","megadrive"
"Pele II - World Tournament Soccer","megadrive"
"Minnesota Fats - Pool Legend","megadrive"
"Ariel the Little Mermaid","megadrive"
"Frogger","megadrive"
"Zero the Kamikaze Squirrel","megadrive"
"Jeopardy! - Deluxe Edition","megadrive"
"Tom and Jerry - Frantic Antics","megadrive"
"Vectorman","megadrive"
"Street Fighter II' - Special Champion Edition","megadrive"
"Crystal's Pony Tale","megadrive"
"Roger Clemens' MVP Baseball","megadrive"
"Pirates! Gold","megadrive"
"PGA Tour Golf","megadrive"
"Teenage Mutant Ninja Turtles - Tournament Fighters","megadrive"
"Urban Strike","megadrive"
"WWF Raw","megadrive"
"Skeleton Krew","megadrive"
"Granada","megadrive"
"NBA Hang Time","megadrive"
"Saint Sword","megadrive"
"Trampoline Terror!","megadrive"
"After Burner II","megadrive"
"MLBPA Baseball","megadrive"
"IMG International Tour Tennis","megadrive"
"World Series Baseball '96","megadrive"
"Super Battleship - The Classic Naval Combat Game","megadrive"
"PGA European Tour","megadrive"
"Adventures of Mighty Max, The","megadrive"
"NBA Action '94","megadrive"
"Beauty and the Beast - Roar of the Beast","megadrive"
"Jeopardy!","megadrive"
"NHL 96","megadrive"
"Sega Sound Tool","megadrive"
"Outlander","megadrive"
"P.T.O. - Pacific Theater of Operations","megadrive"
"ToeJam & Earl","megadrive"
"Virtua Racing","megadrive"
"Star Trek - Deep Space Nine - Crossroads of Time","megadrive"
"Justice League Task Force","megadrive"
"Sparkster","megadrive"
"HardBall!","megadrive"
"Jurassic Park","megadrive"
"Batman - Revenge of the Joker","megadrive"
"Strider Returns - Journey from Darkness","megadrive"
"PGA Tour 96","megadrive"
"Nigel Mansell's World Championship Racing","megadrive"
"R.B.I. Baseball 4","megadrive"
"Stargate","megadrive"
"TinHead","megadrive"
"Bible Adventures","megadrive"
"Streets of Rage 3","megadrive"
"Battlemaster","megadrive"
"Mega Turrican","megadrive"
"Vectorman 2","megadrive"
"R.B.I. Baseball '93","megadrive"
"Castlevania - Bloodlines","megadrive"
"Super High Impact","megadrive"
"Midnight Resistance","megadrive"
"NBA Jam","megadrive"
"Championship Bowling","megadrive"
"Sesame Street Counting Cafe","megadrive"
"Heavy Nova","megadrive"
"Sol-Deace","megadrive"
"Fatal Labyrinth","megadrive"
"Tecmo Super Baseball","megadrive"
"Tom Mason's Dinosaurs for Hire","megadrive"
"Punisher, The","megadrive"
"Muhammad Ali Heavyweight Boxing","megadrive"
"Chi Chi's Pro Challenge Golf","megadrive"
"Test Drive II - The Duel","megadrive"
"Risk","megadrive"
"Shadowrun","megadrive"
"Pit-Fighter","megadrive"
"Cliffhanger","megadrive"
"Chavez II","megadrive"
"PGA Tour Golf","megadrive"
"Mortal Kombat II","megadrive"
"Mig-29 Fighter Pilot","megadrive"
"Winter Olympic Games","megadrive"
"MUSHA - Metallic Uniframe Super Hybrid Armor","megadrive"
"Ayrton Senna's Super Monaco GP II","megadrive"
"Where in Time Is Carmen Sandiego","megadrive"
"Captain America and the Avengers","megadrive"
"Exile","megadrive"
"Fantasia","megadrive"
"Garry Kitchen's Super Battletank - War in the Gulf","megadrive"
"Micro Machines","megadrive"
"Arcade Legends Street Fighter II' - Special Champion Edition ~ Mega Drive Play TV 3","megadrive"
"Incredible Hulk, The","megadrive"
"Cool Spot","megadrive"
"Mario Andretti Racing","megadrive"
"Madden NFL '94","megadrive"
"Romance of the Three Kingdoms III - Dragon of Destiny","megadrive"
"Legend of Wukong","megadrive"
"Death and Return of Superman, The","megadrive"
"Aerobiz Supersonic","megadrive"
"Tatsujin ~ Truxton","megadrive"
"Cadash","megadrive"
"World Cup USA 94","megadrive"
"Sega Channel Demo","megadrive"
"Thunder Force II","megadrive"
"WeaponLord","megadrive"
"College Slam","megadrive"
"Gauntlet IV","megadrive"
"Mary Shelley's Frankenstein","megadrive"
"Boxing Legends of the Ring","megadrive"
"Blockbuster World Video Game Championship II","megadrive"
"Championship Pool","megadrive"
"Warrior of Rome II","megadrive"
"Ooze, The","megadrive"
"Barbie Super Model","megadrive"
"Revenge of Shinobi, The","megadrive"
"Powerball","megadrive"
"Phantasy Star IV","megadrive"
"Bulls versus Blazers and the NBA Playoffs","megadrive"
"Sagaia","megadrive"
"Revenge of Shinobi, The","megadrive"
"Head-On Soccer","megadrive"
"Forgotten Worlds","megadrive"
"Road Rash 3","megadrive"
"Shaq-Fu","megadrive"
"Soldiers of Fortune","megadrive"
"Predator 2","megadrive"
"Exodus - Journey to the Promised Land","megadrive"
"Phantasy Star II","megadrive"
"Stormlord","megadrive"
"Evander Holyfield's 'Real Deal' Boxing","megadrive"
"Awesome Possum... ...Kicks Dr. Machino's Butt","megadrive"
"Fantasia","megadrive"
"Shining Force","megadrive"
"Taz-Mania","megadrive"
"Daimakaimura ~ Ghouls'n Ghosts","megadrive"
"PGA Tour Golf II","megadrive"
"Splatterhouse 2","megadrive"
"Golden Axe","megadrive"
"Zany Golf","megadrive"
"Phantom 2040","megadrive"
"College Football's National Championship","megadrive"
"Arrow Flash","megadrive"
"NCAA Football","megadrive"
"Madden NFL 98","megadrive"
"Bubba 'N' Stix","megadrive"
"Steel Empire","megadrive"
"Jennifer Capriati Tennis","megadrive"
"Liberty or Death","megadrive"
"NHL 98","megadrive"
"Warsong","megadrive"
"Bubble and Squeak","megadrive"
"Great Circus Mystery Starring Mickey & Minnie, The","megadrive"
"Zool - Ninja of the 'Nth' Dimension","megadrive"
"Mega Games 3","megadrive"
"Pete Sampras Tennis","megadrive"
"Star Trek - The Next Generation - Echoes from the Past","megadrive"
"John Madden Football","megadrive"
"Lost World, The - Jurassic Park","megadrive"
"Double Dragon V - The Shadow Falls","megadrive"
"Phantasy Star III - Generations of Doom","megadrive"
"Rolling Thunder 3","megadrive"
"Zoom!","megadrive"
"Sorcerer's Kingdom","megadrive"
"Flashback - The Quest for Identity","megadrive"
"Phantasy Star II","megadrive"
"Bugs Bunny in Double Trouble","megadrive"
"Junction","megadrive"
"Skitchin'","megadrive"
"Super Monaco GP","megadrive"
"Spider-Man - X-Men - Arcade's Revenge","megadrive"
"True Lies","megadrive"
"Sonic The Hedgehog 3","megadrive"
"Story of Thor, The","megadrive"
"Gunstar Heroes","megadrive"
"Ballz 3D - Fighting at Its Ballziest ~ Ballz 3D - The Battle of the Ballz","megadrive"
"Alex Kidd in the Enchanted Castle","megadrive"
"Warlock","megadrive"
"Sylvester & Tweety in Cagey Capers","megadrive"
"Super Street Fighter II","megadrive"
"Hook","megadrive"
"Gemfire","megadrive"
"Nobunaga's Ambition","megadrive"
"Toy Story","megadrive"
"Budokan - The Martial Spirit","megadrive"
"Taz in Escape from Mars","megadrive"
"Rocket Knight Adventures","megadrive"
"Math Blaster - Episode 1","megadrive"
"Wacky Worlds Creativity Studio","megadrive"
"RoboCop 3","megadrive"
"Pit-Fighter","megadrive"
"Dungeons & Dragons - Warriors of the Eternal Sun","megadrive"
"Pro Quarterback","megadrive"
"Thomas the Tank Engine & Friends","megadrive"
"Mallet Legend's Whac-a-Critter ~ Mallet Legend","megadrive"
"Joe Montana Football","megadrive"
"Crusader of Centy","megadrive"
"Phelios","megadrive"
"Mick & Mack as the Global Gladiators","megadrive"
"Sonic The Hedgehog 2","megadrive"
"FZ Senki Axis ~ Final Zone","megadrive"
"Tiny Toon Adventures - Buster's Hidden Treasure","megadrive"
"Romance of the Three Kingdoms II","megadrive"
"Pier Solar and the Great Architects","megadrive"
"Tecmo Super Bowl III - Final Edition","megadrive"
"Best of the Best - Championship Karate","megadrive"
"Universal Soldier","megadrive"
"R.B.I. Baseball '94","megadrive"
"Risky Woods","megadrive"
"Sonic & Knuckles + Sonic The Hedgehog","megadrive"
"Krusty's Super Fun House","megadrive"
"Red Zone","megadrive"
"Dynamite Headdy","megadrive"
"Shining in the Darkness","megadrive"
"Kawasaki Superbike Challenge","megadrive"
"NCAA Final Four Basketball","megadrive"
"Troy Aikman NFL Football","megadrive"
"Triple Play - Gold Edition","megadrive"
"Target Earth","megadrive"
"Team USA Basketball","megadrive"
"Sonic The Hedgehog 2","megadrive"
"Mortal Kombat 3","megadrive"
"Uncharted Waters","megadrive"
"Greendog - The Beached Surfer Dude!","megadrive"
"Monster World IV","megadrive"
"Double Dribble - The Playoff Edition","megadrive"
"F-22 Interceptor - Advanced Tactical Fighter","megadrive"
"NFL 98","megadrive"
"Magic School Bus, The - Space Exploration Game","megadrive"
"Sol-Deace","megadrive"
"Super Monaco GP","megadrive"
"Jerry Glanville's Pigskin Footbrawl","megadrive"
"Earthworm Jim","megadrive"
"Earthworm Jim 2","megadrive"
"Greatest Heavyweights","megadrive"
"Power Monger","megadrive"
"HardBall '95","megadrive"
"Tick, The","megadrive"
"NHL 95","megadrive"
"FIFA Soccer 96","megadrive"
"Simpsons, The - Bart vs. the Space Mutants","megadrive"
"Sonic The Hedgehog","megadrive"
"American Gladiators","megadrive"
"Ex-Mutants","megadrive"
"Mazin Saga - Mutant Fighter","megadrive"
"Action 52","megadrive"
"Caliber.50","megadrive"
"Zombies Ate My Neighbors","megadrive"
"Jeopardy! - Sports Edition","megadrive"
"Slaughter Sport","megadrive"
"Might and Magic - Gates to Another World","megadrive"
"Marble Madness","megadrive"
