"title,console"
"Jungle Book, The","snes"
"Utopia - The Creation of a Nation","snes"
"Mega Man X2","snes"
"Wayne Gretzky and the NHLPA All-Stars","snes"
"New Horizons","snes"
"Star Fox 2","snes"
"Nigel Mansell's World Championship Racing","snes"
"Wolverine - Adamantium Rage","snes"
"Donkey Kong Country - Competition Cartridge","snes"
"Kablooey","snes"
"Paladin's Quest","snes"
"Advanced Dungeons & Dragons - Eye of the Beholder","snes"
"Super Star Wars - Return of the Jedi","snes"
"PGA European Tour","snes"
"Total Carnage","snes"
"Breath of Fire II","snes"
"WWF Raw","snes"
"Street Fighter II - The World Warrior","snes"
"Soul Blazer","snes"
"Bugs Bunny - Rabbit Rampage","snes"
"Hammerlock Wrestling","snes"
"Mechwarrior","snes"
"Tony Meola's Sidekicks Soccer","snes"
"Final Fight 3","snes"
"Super Baseball Simulator 1.000","snes"
"Ninja Gaiden Trilogy","snes"
"Cyber Spin","snes"
"Super Soccer","snes"
"Out to Lunch","snes"
"Fatal Fury Special","snes"
"Jim Lee's WildC.A.T.S - Covert-Action-Teams","snes"
"NBA Give 'N Go","snes"
"Super Star Wars - The Empire Strikes Back","snes"
"Mortal Kombat 3","snes"
"Kirby Super Star","snes"
"Addams Family, The - Pugsley's Scavenger Hunt","snes"
"Super Off Road - The Baja","snes"
"Shadow, The","snes"
"Aaahh!!! Real Monsters","snes"
"Yoshi's Safari","snes"
"Family Feud","snes"
"World Soccer 94 - Road to Glory","snes"
"Capcom's MVP Football","snes"
"Adventures of Dr. Franken, The","snes"
"Super Ninja Boy","snes"
"Side Pocket","snes"
"Mark Davis' The Fishing Master","snes"
"Tick, The","snes"
"Captain America and The Avengers","snes"
"Final Fantasy III","snes"
"Soldiers of Fortune","snes"
"Troddlers","snes"
"Super Street Fighter II","snes"
"Mighty Morphin Power Rangers - The Movie","snes"
"Kirby's Dream Course","snes"
"Elite Soccer","snes"
"Jeopardy! Sports Edition","snes"
"ActRaiser","snes"
"GP-1","snes"
"Plok","snes"
"NBA Live '96","snes"
"Mortal Kombat","snes"
"Super Soccer","snes"
"Spanky's Quest","snes"
"Operation Thunderbolt","snes"
"Radical Psycho Machine Racing","snes"
"Ken Griffey Jr. Presents Major League Baseball","snes"
"Taz-Mania","snes"
"Casper","snes"
"Jack Nicklaus Golf","snes"
"Batman - Revenge of the Joker","snes"
"Super Scope 6","snes"
"NHL 97","snes"
"Biker Mice From Mars","snes"
"Sterling Sharpe - End 2 End","snes"
"Flintstones, The","snes"
"Tecmo Super Baseball","snes"
"Prince of Persia 2","snes"
"SOS","snes"
"Soldiers of Fortune","snes"
"Star Trek - Deep Space Nine - Crossroads of Time","snes"
"Porky Pig's Haunted Holiday","snes"
"Tiny Toon Adventures - Buster Busts Loose!","snes"
"Super Slapshot","snes"
"Tecmo Secret of the Stars","snes"
"Dennis the Menace","snes"
"Claymates","snes"
"Arcade's Greatest Hits","snes"
"Saturday Night Slam Masters","snes"
"Where in Time is Carmen Sandiego","snes"
"Super R-Type","snes"
"Dream TV","snes"
"Extra Innings","snes"
"Metal Marines","snes"
"Super Bomberman 2","snes"
"Bill Walsh College Football","snes"
"Cal Ripken Jr. Baseball","snes"
"Iron Commando","snes"
"Super Mario World","snes"
"NHL '94","snes"
"Brutal - Paws of Fury","snes"
"SimAnt - The Electronic Ant Colony","snes"
"Mr. Nutz","snes"
"Bass Masters Classic","snes"
"U.N. Squadron","snes"
"Race Drivin'","snes"
"Lethal Weapon","snes"
"Romance of the Three Kingdoms IV - Wall of Fire","snes"
"Wild Guns","snes"
"Vortex","snes"
"Zool","snes"
"WildSnake","snes"
"George Foreman's KO Boxing","snes"
"Addams Family, The","snes"
"Top Gear","snes"
"Super Aquatic Games Starring the Aquabats, The","snes"
"Fun 'N Games","snes"
"FIFA Soccer 96","snes"
"Smart Ball","snes"
"Earth Defense Force","snes"
"Battle Cars","snes"
"Run Saber","snes"
"Jungle Strike","snes"
"Prehistorik Man","snes"
"Cool Spot","snes"
"Battle Blaze","snes"
"Timon & Pumbaa's Jungle Games","snes"
"Carrier Aces","snes"
"Lemmings","snes"
"Mighty Morphin Power Rangers - The Fighting Edition","snes"
"Super Star Wars - The Empire Strikes Back","snes"
"Street Racer","snes"
"FIFA Soccer 96","snes"
"Nobunaga's Ambition - Lord of Darkness","snes"
"Home Alone","snes"
"Tetris 2","snes"
"Spider-Man - Venom - Maximum Carnage","snes"
"Lemmings 2 - The Tribes","snes"
"Ultimate Fighter","snes"
"Darius Twin","snes"
"Arcana","snes"
"Realm","snes"
"Madden NFL 97","snes"
"Super R-Type","snes"
"Time Trax","snes"
"Super Soccer Champ","snes"
"Football Fury","snes"
"Scooby-Doo","snes"
"Death and Return of Superman, The","snes"
"Imperium","snes"
"WeaponLord","snes"
"Ardy Lightfoot","snes"
"NHL '95","snes"
"Shanghai II - Dragon's Eye","snes"
"Legend of Zelda, The - A Link to the Past","snes"
"Aero the Acro-Bat","snes"
"HAL's Hole in One Golf","snes"
"Sonic Blast Man II","snes"
"Toy Story","snes"
"Bass Masters Classic","snes"
"King Arthur's World","snes"
"Last Action Hero","snes"
"Super Star Force","snes"
"Super Battletank - War in the Gulf","snes"
"PGA European Tour","snes"
"Magic Johnson's Super Slam Dunk","snes"
"Lagoon","snes"
"King of the Monsters","snes"
"E.V.O. Search for Eden","snes"
"Super Bonk","snes"
"Mutant Chronicles - Doom Troopers","snes"
"Bubsy II","snes"
"King of the Monsters 2","snes"
"Earthbound","snes"
"Demolition Man","snes"
"BioMetal","snes"
"Pink Panther in Pink Goes to Hollywood","snes"
"Top Gear 2","snes"
"Pilotwings","snes"
"Final Fantasy II","snes"
"Super Valis IV","snes"
"Ghoul Patrol","snes"
"Pac-Attack","snes"
"Star Trek - Deep Space Nine - Crossroads of Time","snes"
"Bubsy in - Claws Encounters of the Furred Kind","snes"
"Out of This World","snes"
"Garry Kitchen's Super Battletank - War in the Gulf","snes"
"Clay Fighter 2 - Judgment Clay","snes"
"SWAT Kats - The Radical Squadron","snes"
"Bobby's World","snes"
"Ardy Lightfoot","snes"
"Mighty Morphin Power Rangers - The Fighting Edition","snes"
"Great Circus Mystery Starring Mickey & Minnie, The","snes"
"Super Buster Bros.","snes"
"Phantom 2040","snes"
"S.O.S - Sink or Swim","snes"
"Jim Power - The Lost Dimension in 3D","snes"
"Super 3D Noah's Ark","snes"
"Street Fighter II Turbo","snes"
"Lawnmower Man, The","snes"
"Final Fight 3","snes"
"Bulls vs Blazers and the NBA Playoffs","snes"
"Simpsons, The - Bart's Nightmare","snes"
"Toy Story","snes"
"Hardball III","snes"
"Nosferatu","snes"
"MechWarrior","snes"
"Super Turrican","snes"
"7th Saga, The","snes"
"Super NES Super Scope 6","snes"
"ESPN Speedworld","snes"
"Tin Star","snes"
"NCAA Final Four Basketball","snes"
"7th Saga, The","snes"
"Krusty's Super Fun House","snes"
"Populous","snes"
"King of Dragons","snes"
"Raiden Trad","snes"
"Harley's Humongous Adventure","snes"
"Ninja Warriors, The","snes"
"Kawasaki Caribbean Challenge","snes"
"Tetris 2","snes"
"Ultima - Runes of Virtue II","snes"
"NBA Jam - Tournament Edition","snes"
"Troy Aikman NFL Football","snes"
"Madden NFL '94","snes"
"No Escape","snes"
"Cannondale Cup","snes"
"Eek! The Cat","snes"
"Kawasaki Superbike Challenge","snes"
"Wicked 18 Golf","snes"
"Fighter's History","snes"
"Lamborghini - American Challenge","snes"
"Brett Hull Hockey '95","snes"
"Earthworm Jim","snes"
"Madden NFL '95","snes"
"Vortex","snes"
"World League Soccer","snes"
"Kid Klown in Crazy Chase","snes"
"NHL 97","snes"
"Monopoly","snes"
"Jeopardy! - Deluxe Edition","snes"
"Hit the Ice","snes"
"Beethoven - The Ultimate Canine Caper!","snes"
"Zombies Ate My Neighbors","snes"
"Chester Cheetah - Wild Wild Quest","snes"
"Clay Fighter - Tournament Edition","snes"
"Donkey Kong Country 2 - Diddy's Kong Quest","snes"
"Wing Commander","snes"
"Kawasaki Superbike Challenge","snes"
"George Foreman's KO Boxing","snes"
"RoboCop versus The Terminator","snes"
"Timecop","snes"
"Mickey's Playtown Adventure - A Day of Discovery!","snes"
"Teenage Mutant Ninja Turtles IV - Turtles in Time","snes"
"Lufia II - Rise of the Sinistrals","snes"
"Test Drive II - The Duel","snes"
"Zoop","snes"
"Wordtris","snes"
"Super Goal! 2","snes"
"Operation Europe - Path to Victory 1939-45","snes"
"Super Strike Eagle","snes"
"Stunt Race FX","snes"
"Blazeon","snes"
"Super Play Action Football","snes"
"JRR Tolkien's The Lord of the Rings - Volume 1","snes"
"Ghoul Patrol","snes"
"Zero the Kamikaze Squirrel","snes"
"Spectre","snes"
"Nightmare Busters","snes"
"Ogre Battle - The March of the Black Queen","snes"
"Super Batter Up","snes"
"Wild Snake","snes"
"Street Combat","snes"
"FireStriker","snes"
"Aladdin","snes"
"Rocky Rodent","snes"
"Musya","snes"
"Top Gear 3000","snes"
"NBA Hang Time","snes"
"Road Riot 4WD","snes"
"American Tail, An - Fievel Goes West","snes"
"Madden NFL '94","snes"
"Rocko's Modern Life - Spunky's Dangerous Day","snes"
"GunForce","snes"
"Great Waldo Search, The","snes"
"Tony Meola's Sidekicks Soccer","snes"
"Gods","snes"
"Mega Man X","snes"
"Wings 2 - Aces High","snes"
"On the Ball","snes"
"James Bond Jr","snes"
"Battle Clash","snes"
"Nickelodeon GUTS","snes"
"Super Solitaire","snes"
"Secret of the Stars","snes"
"Ignition Factor, The","snes"
"Andre Agassi Tennis","snes"
"NBA Showdown","snes"
"Izzy's Quest for the Olympic Rings","snes"
"Ren & Stimpy Show, The - Fire Dogs","snes"
"Kirby's Dream Land 3","snes"
"Riddick Bowe Boxing","snes"
"Robocop 3","snes"
"World Cup USA 94","snes"
"Brainies, The","snes"
"Turn and Burn - No-Fly Zone","snes"
"Sim City 2000","snes"
"Troddlers","snes"
"Super Metroid","snes"
"Magic Sword","snes"
"Uniracers","snes"
"Mickey Mania - The Timeless Adventures of Mickey Mouse","snes"
"MLBPA Baseball","snes"
"Genghis Khan II - Clan of the Gray Wolf","snes"
"Kirby's Dream Land 3","snes"
"Frank Thomas Big Hurt Baseball","snes"
"Congo's Caper","snes"
"Full Throttle - All-American Racing","snes"
"Cool Spot","snes"
"NHL '98","snes"
"Socks the Cat Rocks the Hill","snes"
"Battletoads in Battlemaniacs","snes"
"Uniracers","snes"
"Mario's Early Years - Fun with Numbers","snes"
"Operation Europe - Path to Victory 1939-45","snes"
"Chavez","snes"
"George Foreman's KO Boxing","snes"
"Final Fantasy - Mystic Quest","snes"
"Super Troll Islands","snes"
"True Golf Classics - Pebble Beach Golf Links","snes"
"Top Gear 3000","snes"
"Thunder Spirits","snes"
"Donkey Kong Country 3 - Dixie Kong's Double Trouble","snes"
"Dino City","snes"
"Space Football - One on One","snes"
"Adventures of Rocky and Bullwinkle and Friends, The","snes"
"Operation Logic Bomb","snes"
"Dungeon Master","snes"
"Sid Meier's Civilization","snes"
"Tetris Attack","snes"
"Michael Andretti's IndyCar Challenge","snes"
"Bubsy in Claws Encounters of the Furred Kind","snes"
"Pinball Fantasies","snes"
"Q-bert 3","snes"
"Magical Quest Starring Mickey Mouse, The","snes"
"Chester Cheetah - Too Cool to Fool","snes"
"Speedy Gonzales - Los Gatos Bandidos","snes"
"Desert Strike - Return to the Gulf","snes"
"Tecmo Super Bowl III - Final Edition","snes"
"Hagane - The Final Conflict","snes"
"SWAT Kats - The Radical Squadron","snes"
"Jammit","snes"
"ESPN Baseball Tonight","snes"
"D-Force","snes"
"Exertainment Mountain Bike Rally + Speed Racer","snes"
"Brunswick World Tournament of Champions","snes"
"Space Invaders","snes"
"Foreman For Real","snes"
"TimeSlip","snes"
"Dig & Spike Volleyball","snes"
"WarpSpeed","snes"
"NHLPA Hockey 93","snes"
"Romance of the Three Kingdoms II","snes"
"BlaZeon - The Bio-Cyborg Challenge","snes"
"Mega Man X","snes"
"Speed Racer in My Most Dangerous Adventures","snes"
"Sim Ant","snes"
"Death and Return of Superman, The","snes"
"Izzy's Quest for the Olympic Rings","snes"
"Robotrek","snes"
"PowerFest 94 - Super Mario Bros. - The Lost Levels","snes"
"NBA Hang Time","snes"
"Captain Commando","snes"
"NBA Live '95","snes"
"Rise of the Phoenix","snes"
"R-Type III - The Third Lightning","snes"
"Ninja Gaiden Trilogy","snes"
"King of the Monsters","snes"
"M.A.C.S. Basic Rifle Marksmanship","snes"
"Bust-A-Move","snes"
"NBA Live 97","snes"
"Bassin's Black Bass","snes"
"Mega Man X 3","snes"
"David Crane's Amazing Tennis","snes"
"Joe & Mac 2 - Lost in the Tropics","snes"
"Cutthroat Island","snes"
"NCAA Football","snes"
"Chester Cheetah - Too Cool to Fool","snes"
"Relief Pitcher","snes"
"Skuljagger - Revolt of the Westicans","snes"
"BreakThru!","snes"
"Battletoads in Battlemaniacs","snes"
"NBA Live '97","snes"
"Super Off Road - The Baja","snes"
"International Tennis Tour","snes"
"Super Adventure Island","snes"
"Faceball 2000","snes"
"Riddick Bowe Boxing","snes"
"Outlander","snes"
"Ninjawarriors","snes"
"WWF Super WrestleMania","snes"
"Lock On","snes"
"GP-1 Part II","snes"
"Stargate","snes"
"Prehistorik Man","snes"
"Sunset Riders","snes"
"Samurai Shodown","snes"
"Super Pinball - Behind the Mask","snes"
"Mario is Missing!","snes"
"Redline F-1 Racer","snes"
"John Madden Football","snes"
"Madden NFL 95","snes"
"Rocketeer, The","snes"
"Syndicate","snes"
"Lawnmower Man, The","snes"
"Super Shadow of the Beast","snes"
"Lethal Enforcers","snes"
"World Cup USA 94","snes"
"Donkey Kong Country","snes"
"King Arthur's World","snes"
"X-Men - Mutant Apocalypse","snes"
"Head-On Soccer","snes"
"PowerFest 94 - Super Mario Kart","snes"
"Alien 3","snes"
"Boxing Legends of the Ring","snes"
"NBA Jam","snes"
"Brandish","snes"
"Olympic Summer Games","snes"
"Jungle Book, The","snes"
"Big Sky Trooper","snes"
"Flashback - The Quest for Identity","snes"
"Gods","snes"
"Super Castlevania IV","snes"
"Skuljagger - Revolt of the Westicans","snes"
"Jack Nicklaus Golf","snes"
"Rival Turf!","snes"
"Metal Warriors","snes"
"Championship Soccer '94","snes"
"TNN Bass Tournament of Champions","snes"
"World Heroes","snes"
"Maui Mallard in Cold Shadow","snes"
"Clue","snes"
"Super Buster Bros.","snes"
"Ultima - Runes of Virtue II","snes"
"Carrier Aces","snes"
"Star Trek - The Next Generation - Future's Past","snes"
"Super Street Fighter II - The New Challengers","snes"
"Magic Boy","snes"
"Operation Thunderbolt","snes"
"Breath of Fire","snes"
"Ms. Pac-Man","snes"
"WWF WrestleMania - The Arcade Game","snes"
"TNN Bass Tournament of Champions","snes"
"Arcade's Greatest Hits - The Atari Collection 1","snes"
"Clay Fighter - Tournament Edition","snes"
"Rise of the Robots","snes"
"NFL Quarterback Club 96","snes"
"Football Fury","snes"
"Pinocchio","snes"
"SimCity","snes"
"Ultraman","snes"
"Choplifter III - Rescue-Survive","snes"
"Wild Guns","snes"
"Suzuka 8 Hours","snes"
"John Madden Football '93","snes"
"Cal Ripken Jr. Baseball","snes"
"X-Kaliber 2097","snes"
"Bulls Vs Blazers and the NBA Playoffs","snes"
"Super Mario All-Stars","snes"
"Adventures of Yogi Bear","snes"
"Ogre Battle - The March of the Black Queen","snes"
"Madden NFL '98","snes"
"Flashback - The Quest for Identity","snes"
"Alien vs Predator","snes"
"Venom - Spider-Man - Separation Anxiety","snes"
"Pacific Theater of Operations II","snes"
"Super High Impact","snes"
"Family Feud","snes"
"WWF Royal Rumble","snes"
"Speed Racer in My Most Dangerous Adventures","snes"
"Roger Clemens' MVP Baseball","snes"
"SNES Test Program","snes"
"Rap Jam - Volume One","snes"
"Samurai Shodown","snes"
"Rock n' Roll Racing","snes"
"Chessmaster, The","snes"
"Syndicate","snes"
"Zombies Ate My Neighbors","snes"
"Lemmings 2 - The Tribes","snes"
"Wolfchild","snes"
"Super Ninja Boy","snes"
"Super Play Action Football","snes"
"Gemfire","snes"
"Mario's Early Years - Fun with Letters","snes"
"Lord of Darkness","snes"
"NCAA Football","snes"
"Ka-blooey","snes"
"Virtual Bart","snes"
"Final Fight","snes"
"Wheel of Fortune","snes"
"F1 Pole Position","snes"
"Wordtris","snes"
"Zool - Ninja of the 'Nth' Dimension","snes"
"Chrono Trigger","snes"
"Rampart","snes"
"ActRaiser 2","snes"
"Steel Talons","snes"
"Gradius III","snes"
"John Madden Football '93","snes"
"International Superstar Soccer","snes"
"World Heroes 2","snes"
"Pro Quarterback","snes"
"Simpsons, The - Bart's Nightmare","snes"
"Out to Lunch","snes"
"Final Fight 2","snes"
"Casper","snes"
"Rock N' Roll Racing","snes"
"Pacific Theater of Operations","snes"
"Spider-Man & Venom - Maximum Carnage","snes"
"Shaq Fu","snes"
"Aero Fighters","snes"
"Whizz","snes"
"Jimmy Houston's Bass Tournament U.S.A.","snes"
"Looney Tunes B-Ball","snes"
"Obitus","snes"
"Dorke & Ymp","snes"
"Legend of the Mystical Ninja, The","snes"
"Super Adventure Island","snes"
"Wheel of Fortune","snes"
"Duel, The - Test Drive II","snes"
"Oscar","snes"
"Goof Troop","snes"
"Speedy Gonzales - Los Gatos Bandidos","snes"
"NHL '97","snes"
"Super 8","snes"
"Yoshi's Cookie","snes"
"Cybernator","snes"
"Stone Protectors","snes"
"Kirby's Avalanche","snes"
"Lester the Unlikely","snes"
"True Golf Classics - Wicked 18","snes"
"Ken Griffey Jr.'s Winning Run","snes"
"Metal Combat - Falcon's Revenge","snes"
"Cacoma Knight in Bizyland","snes"
"RoboCop 3","snes"
"Harley's Humongous Adventure","snes"
"Jeopardy! - Sports Edition","snes"
"Alien vs. Predator","snes"
"Animaniacs","snes"
"Super Castlevania IV","snes"
"Mickey's Ultimate Challenge","snes"
"Tiny Toon Adventures - Buster Busts Loose!","snes"
"Frank Thomas' Big Hurt Baseball","snes"
"Alien 3","snes"
"David Crane's Amazing Tennis","snes"
"Mary Shelley's Frankenstein","snes"
"Tri-Star","snes"
"Nolan Ryan's Baseball","snes"
"Thunder Spirits","snes"
"Rampart","snes"
"Jurassic Park Part 2 - The Chaos Continues","snes"
"Demon's Crest","snes"
"Untouchables, The","snes"
"Illusion of Gaia","snes"
"Clay Fighter 2 - Judgment Clay","snes"
"F1 ROC - Race of Champions","snes"
"Winter Olympic Games - Lillehammer '94","snes"
"Power Moves","snes"
"ABC Monday Night Football","snes"
"College Football USA 97","snes"
"Bonkers","snes"
"Fighter's History","snes"
"Lion King, The","snes"
"Frogger","snes"
"Super Star Wars","snes"
"Boogerman - A Pick and Flick Adventure","snes"
"BreakThru!","snes"
"Super Widget","snes"
"Extra Innings","snes"
"Jurassic Park","snes"
"Primal Rage","snes"
"Mighty Max","snes"
"Dragon - The Bruce Lee Story","snes"
"AD&D - Eye of the Beholder","snes"
"Robocop Versus The Terminator","snes"
"Micro Machines","snes"
"Arcade's Greatest Hits - The Atari Collection 1","snes"
"ACME Animation Factory","snes"
"Super Earth Defense Force","snes"
"Super Nova","snes"
"Network Q Rally","snes"
"Addams Family Values","snes"
"Irem Skins Game, The","snes"
"Super Soccer Champ","snes"
"Cliffhanger","snes"
"Super Ghouls 'N Ghosts","snes"
"Madden NFL 96","snes"
"Super Bases Loaded 2","snes"
"Family Dog","snes"
"Cool World","snes"
"Uncharted Waters","snes"
"Nolan Ryan's Baseball","snes"
"Equinox","snes"
"Battle Grand Prix","snes"
"Pinball Fantasies","snes"
"Blues Brothers, The","snes"
"Super Troll Islands","snes"
"Addams Family, The","snes"
"Tecmo Super Baseball","snes"
"Wayne Gretzky and the NHLPA All-Stars","snes"
"Hind Strike","snes"
"Batman Forever","snes"
"Pro Sport Hockey","snes"
"Olympic Summer Games 96","snes"
"Tecmo Super NBA Basketball","snes"
"Super Bases Loaded 3 - License to Steal","snes"
"Bubsy II","snes"
"Universal Soldier","snes"
"NFL Quarterback Club","snes"
"Natsume Championship Wrestling","snes"
"NFL Quarterback Club","snes"
"Super Conflict - The Mideast","snes"
"Prince of Persia","snes"
"Ren & Stimpy Show, The - Time Warp","snes"
"Mickey Mania","snes"
"Mighty Morphin Power Rangers","snes"
"Super Battleship","snes"
"Combatribes, The","snes"
"Addams Family, The","snes"
"Incredible Hulk, The","snes"
"Bust-A-Move","snes"
"Championship Soccer '94","snes"
"Urban Strike","snes"
"Push-Over","snes"
"Teenage Mutant Ninja Turtles - Tournament Fighters","snes"
"Equinox","snes"
"Super High Impact","snes"
"Pilotwings","snes"
"Operation Logic Bomb - The Ultimate Search & Destroy","snes"
"King Arthur & The Knights of Justice","snes"
"Pac-in-Time","snes"
"World Heroes","snes"
"Sterling Sharpe - End 2 End","snes"
"Doomsday Warrior","snes"
"Jim Power - The Lost Dimension in 3D","snes"
"Teenage Mutant Ninja Turtles - Tournament Fighters","snes"
"Al Unser Jr.'s Road to the Top","snes"
"Rocky Rodent","snes"
"Super Star Fox Weekend","snes"
"Sky Blazer","snes"
"Incredible Crash Dummies, The","snes"
"Hyper V-Ball","snes"
"Super Mario All-Stars + Super Mario World","snes"
"MoHawk & Headphone Jack","snes"
"No Escape","snes"
"Sparkster","snes"
"Jurassic Park","snes"
"Legend of The Mystical Ninja, The","snes"
"Contra III - The Alien Wars","snes"
"Super R.B.I. Baseball","snes"
"Bulls vs Blazers and the NBA Playoffs","snes"
"Primal Rage","snes"
"Biker Mice from Mars","snes"
"Where in the World is Carmen Sandiego","snes"
"Shien's Revenge","snes"
"U.N. Squadron","snes"
"Miracle Piano Teaching System, The","snes"
"Top Gear 2","snes"
"Power Rangers Zeo - Battle Racers","snes"
"Thomas the Tank Engine and Friends","snes"
"Eek! The Cat","snes"
"NFL Quarterback Club '96","snes"
"Capcom's MVP Football","snes"
"Art of Fighting","snes"
"F1 Pole Position","snes"
"Pinball Dreams","snes"
"Bio Metal","snes"
"Brutal - Paws of Fury","snes"
"Wizard of Oz, The","snes"
"WarpSpeed","snes"
"Classic Kong Complete","snes"
"Krusty's Super Fun House","snes"
"NCAA Basketball","snes"
"HardBall III","snes"
"NBA Jam","snes"
"Sparkster","snes"
"Barbie Super Model","snes"
"NFL Football","snes"
"Spider-Man - X-Men - Arcade's Revenge","snes"
"King of the Monsters 2","snes"
"Tetris & Dr. Mario","snes"
"World Class Service Super Nintendo Tester","snes"
"Itchy & Scratchy Game, The","snes"
"AAAHH!!! Real Monsters","snes"
"P.T.O. II - Pacific Theater of Operations","snes"
"Gradius III","snes"
"Street Combat","snes"
"Drakkhen","snes"
"Rocketeer, The","snes"
"Bronkie Health Hero","snes"
"Sporting News Baseball, The","snes"
"Super Baseball Simulator 1.000","snes"
"Todd McFarlane's Spawn - The Video Game","snes"
"ESPN Speedworld","snes"
"Super Bases Loaded 2","snes"
"MLBPA Baseball","snes"
"International Superstar Soccer Deluxe","snes"
"2020 Super Baseball","snes"
"Final Fantasy III","snes"
"Wolf Child","snes"
"Jeopardy!","snes"
"Ren & Stimpy Show, The - Time Warp","snes"
"World League Soccer","snes"
"Dennis the Menace","snes"
"Tecmo Super Bowl","snes"
"Dragon View","snes"
"Jungle Strike","snes"
"Star Fox","snes"
"Legend","snes"
"Packy & Marlon","snes"
"Mortal Kombat","snes"
"Home Alone","snes"
"Dragon View","snes"
"Joe & Mac","snes"
"Williams Arcade's Greatest Hits","snes"
"Dragon's Lair","snes"
"Goal!","snes"
"Brett Hull Hockey","snes"
"Dig & Spike Volleyball","snes"
"Sim Earth - The Living Planet","snes"
"Wayne's World","snes"
"College Football USA '97 - The Road to New Orleans","snes"
"Tom & Jerry","snes"
"Beauty and the Beast","snes"
"Race Drivin'","snes"
"Super Battletank 2","snes"
"Kendo Rage","snes"
"Nobunaga's Ambition","snes"
"FIFA International Soccer","snes"
"Super Street Fighter II","snes"
"Tom and Jerry","snes"
"Battle Cars","snes"
"Air Cavalry","snes"
"Aero Fighters","snes"
"Dirt Trax FX","snes"
"Chuck Rock","snes"
"Gemfire","snes"
"PowerFest 94 - Scoring","snes"
"Lufia & The Fortress of Doom","snes"
"Saturday Night Slam Masters","snes"
"Timon & Pumbaa's Jungle Games","snes"
"Magic Boy","snes"
"Madden NFL '97","snes"
"Taz-Mania","snes"
"Captain Novolin","snes"
"Super Pinball - Behind the Mask","snes"
"Brain Lord","snes"
"George Foreman's KO Boxing","snes"
"Liberty or Death","snes"
"Fatal Fury 2","snes"
"College Slam","snes"
"Super Adventure Island II","snes"
"MechWarrior 3050","snes"
"Star Trek - Starfleet Academy Starship Bridge Simulator","snes"
"Newman Haas IndyCar featuring Nigel Mansell","snes"
"Jimmy Connors Pro Tennis Tour","snes"
"Final Fight Guy","snes"
"Kawasaki Caribbean Challenge","snes"
"Vegas Stakes","snes"
"Realm","snes"
"Aerobiz","snes"
"Ultima VII - The Black Gate","snes"
"Desert Strike - Return to the Gulf","snes"
"Championship Pool","snes"
"Mighty Morphin Power Rangers","snes"
"Chrono Trigger","snes"
"Vegas Stakes","snes"
"Axelay","snes"
"Super Black Bass","snes"
"Relief Pitcher","snes"
"Mask, The","snes"
"Aladdin","snes"
"SNES Burn-in Test Cartridge","snes"
"Inindo - Way of the Ninja","snes"
"Mr. Do!","snes"
"International Superstar Soccer Deluxe","snes"
"Pebble Beach Golf Links","snes"
"Maui Mallard in Cold Shadow","snes"
"Where in Time Is Carmen Sandiego","snes"
"Jurassic Park Part 2 - The Chaos Continues","snes"
"Incredible Hulk, The","snes"
"Gunforce - Battle Fire Engulfed Terror Island","snes"
"NBA Live 95","snes"
"Brain Lord","snes"
"Donkey Kong Country 2 - Diddy's Kong Quest","snes"
"Chavez","snes"
"Kyle Petty's No Fear Racing","snes"
"Mortal Kombat 3","snes"
"Fatal Fury","snes"
"Ren & Stimpy Show, The - Veediots!","snes"
"Super Mario All-Stars","snes"
"Kirby Super Star","snes"
"Metal Combat - Falcon's Revenge","snes"
"Final Fight","snes"
"F-ZERO","snes"
"Troy Aikman NFL Football","snes"
"Super Bases Loaded 3 - License to Steal","snes"
"Jim Lee's WildC.A.T.S","snes"
"Super Mario RPG - Legend of the Seven Stars","snes"
"SimCity 2000 - The Ultimate City Simulator","snes"
"NHL 98","snes"
"Super Bomberman","snes"
"2020 Super Baseball","snes"
"E.V.O. - Search for Eden","snes"
"Fight Night","atari7800"
"Robotron - 2084","atari7800"
"Xevious","atari7800"
"Alien Brigade","atari7800"
"Donkey Kong Junior","atari7800"
"Pole Position II","atari7800"
"Joust","atari7800"
"Mean 18 Ultimate Golf","atari7800"
"Scrapyard Dog","atari7800"
"Hat Trick","atari7800"
"Xenophobe","atari7800"
"Water Ski","atari7800"
"Barnyard Blaster","atari7800"
"Donkey Kong","atari7800"
"Rampage","atari7800"
"Motor Psycho","atari7800"
"Dig Dug","atari7800"
"Commando","atari7800"
"Desert Falcon","atari7800"
"F-18 Hornet","atari7800"
"Fatal Run","atari7800"
"Winter Games","atari7800"
"Crack'ed","atari7800"
"Planet Smashers","atari7800"
"Asteroids","atari7800"
"Meltdown","atari7800"
"Kung-Fu Master","atari7800"
"Double Dragon","atari7800"
"Mat Mania Challenge","atari7800"
"Galaga","atari7800"
"Impossible Mission","atari7800"
"Super Huey UH-IX","atari7800"
"Karateka","atari7800"
"Super Skateboardin'","atari7800"
"Ballblazer","atari7800"
"Crossbow","atari7800"
"Title Match Pro Wrestling","atari7800"
"Centipede","atari7800"
"Tower Toppler","atari7800"
"RealSports Baseball","atari7800"
"Pete Rose Baseball","atari7800"
"Basketbrawl","atari7800"
"Ikari Warriors","atari7800"
"One-on-One Basketball","atari7800"
"Mario Bros.","atari7800"
"Touchdown Football","atari7800"
"Dark Chambers","atari7800"
"Tank Command","atari7800"
"Jinks","atari7800"
"Ace of Aces","atari7800"
